Code,Type,Condition,Recovery
-2077,warning,WD2-watchdog sets the 2nd set point,A temperature control to the 2nd set point was triggered because the RS-Watchdog WD2 was not updated in time. The RS232 interface software watchdog 2 has been activated.  but if not updated in time.  the machine then goes to its second setpoint. Check software programming that this watchdog is correctly updated on a regular basis.  or is turned off
-2078,warning,The maximum number of notifications in the AD7738 interrupt routine was reached. Software or hardware fault in Controller. Replace by known good Controller,
-2079,warning,The desired evaporation temperature cannot be reached. Refrigerant leak,Check refrigerant sight glass for bubbles - it should be full of refrigerant and there should be no bubbles. Check controller by replacement. Possible stuck expansion valve or refrigerant leak
-2080,warning,Noise on Channel 0 - Reference 150 Ohm resistor,Possible Controller fault. Replace by known good controller. Possibly the insulation resistance of the process PT100 is too low. Please investigate.  replace or remove this sensor
-2081,warning,Noise on Channel 1 - Reference 100 Ohm resistor,Possible Controller fault. Replace by known good controller. Possibly the insulation resistance of the process PT100 is too low. Please investigate.  replace or remove this sensor
-2082,warning,Noise on Channel 2 - Not used (Reserve sensor),Possible Controller fault. Replace by known good controller. Possibly the insulation resistance of the process PT100 is too low. Please investigate.  replace or remove this sensor
-2083,warning,Noise on Channel 3 - PT100 sensor 3 Pt_T3 X1:7-9,Possible PT100 or connection fault. Possibly the insulation resistance of the process PT100 is too low. Please investigate.  replace or remove this sensor
-2084,warning,Noise on Channel 4 - Fluid Return PT100,Fluid return Pt100 possibly faulty.  or sudden warm fluid flow from external source. Possibly the insulation resistance of the process PT100 is too low. Please investigate.  replace or remove this sensor
-2085,warning,Noise on Channel 5 - Evaporator end PT100,
-2086,warning,Noise on Channel 6 - T-Process PT100,Process sensor faulty or connection or cable faulty or pick up of noise on cable. Check cable screened and earthed at one end only. Possibly the insulation resistance of the process PT100 is too low. Please investigate.  replace or remove this sensor
-2087,warning,Noise on Channel 7 - Fluid outlet PT100,Internal PT100 sensor possibly faulty or has bad connections. Possibly the insulation resistance of the process PT100 is too low. Please investigate.  replace or remove this sensor. Blowdown stepper module not responding. The BlowDown-stepper motor module is required but is not responding (anymore).Check LEDs on stepper motor module. At least one should be lit. (Green) Check cable connections and that all connectors are firmly in place. Check 24 volt supply for Blowdown is available
-2089,warning,G command activated Watchdog 2 sets 2nd Set Point,The RS232 interface software watchdog 2 has been activated using the G command.  but not updated in time. Temperature controlled to the the 2nd set point. Check software programming that this watchdog is correctly updated on a regular basis.  or is turned off
-2090,warning,ASC0 framing error (for Test),ASC0 framing error (für Test)
-2091,warning,ASC0 overrun error (for Test),ASC0 overrun error (für Test)
-2092,warning,Temperature in unit casing >60°C,The temperature in the machine's motor room has risen above 60 °C. When 80 °C is reached the machine turns off. Check ventilation fans in the compressor spaces are all running. Check environment temperature not too hot. error reading the internal (Pilot) EEPROM Replace Pilot. error writing the internal (Pilot) EEPROM. Replace Pilot. Fluid level has fallen. The fluid level has fallen. Temperature control continues until the level timer has run out (Default 30 Seconds). The maximum heating is limited for safety. Check the fluid level where the sensor is placed and re-fill. error 2 out of 3 comparison (Pilot internal EEPROM). A failure was detected in data stored in the internal EEPROM of the pilot.  and was corrected using 2 from 3 comparison. This is just an info message
-2097,warning,Expansion vessel temperature too high,The expansion vessel temperature is too high. Water is required to cool it. Check that this is available
-2098,warning,Level sensor faulty,Check connections are tight. The compressor has been turned off because of low evaporation or evaporator end temperature as freeze protection. Compressor turned off to prevent freezing. Check good circulation of fluid (water). The LT pressostat had operated but no fault has occurred.  A compressor restart was made
-2101,warning,The status contact for the fan M10.1 has dropped out,Check fan power supply is present and correct. Check fan is free to rotate
-2102,warning,Status contact of the fan M10.2 has operated,Check fan 2 power supply is present and correct. Check fan is free to rotate. Statuskontakt des Lüfters M10
-2103,warning,Switching water / air cooling,Machine cooling is either air or water. Due to a lack of water cooling.  the machine has been switched to air cooling. Either cooling water supply insufficient or of too high an inlet temperature
-2104,warning,Power supply voltage information is missing,Please give the mains supply voltage. (or possibly carry out a factory reset)
-2105,warning,Heaters safety cut off,
-2106,warning,Freezing protection,The Freezing protection monitoring (Evaporation temperature) has temporarily turned off the compressor due to a too low evaporation temperature
-2107,warning,Freezing protection,The freezing protection monitoring (Evaporator end temperature) has temporarily turned off the compressor due to very low internal temperatures. Possible fluid flow problem. Check good fluid flow. One data set was faulty and corrected With the 2 from 3 comparison in the machine EEPROM. An error in machine EEPROM data was detected.  and corrected. This is only an information message. One data set was faulty and corrected With the 2 from 3 comparison in theController EEPROM. An error in the Controller EEPROM data was detected.  and corrected. This is only an information message
-2110,warning,At least one of the two fans M10.4 and M10.5 report an error,Check fans power supply and connectors. Check fans are free to rotate. If all ok.  then a possible fan fault. Check by replacement
-2111,warning,Electrical compartment temperature >60°C,The temperature in the electrical compartment is over 60 °C. The electrical compartment temperature must be prevented from increasing further. Otherwise the machine will switch off. Check ventilation fans running and unobstructed. If full sun is shining on on machine.  try to shade
